Player,Pos,Squad,Comp,MP,Min,Gls,Ast,GA,xG,npxG,xAG,Sh,SoT,SoT_pct,KP,SCA,GCA,Succ_pct,Goals_per90,Assists_per90,xG_per90,Finishing,Shot_Accuracy
Folarin Balogun,FW,Monaco,fr Ligue 1,13,615,4,0,4,4.8,4.8,0.9,31,10,32.3,6,19,2,22.2,0.59,0.0,0.7,-0.8,32.26
Abdoulaye Bamba,DF,Angers,fr Ligue 1,19,1510,0,0,0,0.1,0.1,0.3,1,0,0.0,6,10,0,100.0,0.0,0.0,0.01,-0.1,0.0
Jonathan Bamba,"FW,MF",Celta Vigo,es La Liga,12,811,0,1,1,0.8,0.8,1.8,13,6,46.2,12,28,4,39.5,0.0,0.11,0.09,-0.8,46.15
Lameck Banda,"FW,MF",Lecce,it Serie A,15,610,0,1,1,1.2,1.2,1.1,17,4,23.5,11,23,1,35.7,0.0,0.15,0.18,-1.2,23.53
Daniel Bandeira,MF,Hellas Verona,it Serie A,11,407,0,0,0,0.0,0.0,0.1,2,1,50.0,3,6,0,100.0,0.0,0.0,0.0,0.0,50.0
Mattia Bani,DF,Genoa,it Serie A,20,1507,0,0,0,1.2,1.2,0.2,8,3,37.5,2,7,2,40.0,0.0,0.0,0.07,-1.2,37.5
Federico Barba,DF,Como,it Serie A,7,431,0,0,0,0.2,0.2,0.0,2,1,50.0,0,3,0,0.0,0.0,0.0,0.04,-0.2,50.0
Valentín Barco,"MF,DF",Strasbourg,fr Ligue 1,14,1157,0,2,2,0.5,0.5,1.5,10,1,10.0,8,20,6,45.0,0.0,0.16,0.04,-0.5,10.0
Bradley Barcola,FW,Paris S-G,fr Ligue 1,34,2181,14,10,24,13.4,13.4,10.1,74,38,51.4,50,101,20,24.8,0.58,0.41,0.55,0.6,51.35
Melvin Bard,"DF,MF",Nice,fr Ligue 1,24,1938,2,1,3,2.2,2.2,1.9,23,8,34.8,15,49,4,44.9,0.09,0.05,0.1,-0.2,34.78
Nicolò Barella,MF,Inter,it Serie A,32,2456,3,6,9,2.2,2.2,4.5,42,9,21.4,55,112,15,40.4,0.11,0.22,0.08,0.8,21.43
Kike Barja,"FW,MF",Osasuna,es La Liga,15,315,0,1,1,0.2,0.2,1.2,4,1,25.0,10,18,2,43.8,0.0,0.29,0.06,-0.2,25.0
Ross Barkley,MF,Aston Villa,eng Premier League,20,581,3,1,4,1.8,1.8,0.6,16,5,31.3,9,18,3,75.0,0.46,0.15,0.28,1.2,31.25
Harvey Barnes,FW,Newcastle Utd,eng Premier League,33,1755,9,4,13,7.2,7.2,4.0,63,20,31.7,26,64,9,37.5,0.46,0.21,0.37,1.8,31.75
Enzo Barrenechea,MF,Valencia,es La Liga,30,2191,1,2,3,1.3,1.3,0.9,16,3,18.8,15,44,8,35.5,0.04,0.08,0.05,-0.3,18.75
Ander Barrenetxea,"MF,FW",Real Sociedad,es La Liga,30,1263,1,3,4,1.6,1.6,1.9,25,8,32.0,16,42,6,37.7,0.07,0.21,0.11,-0.6,32.0
Pablo Barrios,MF,Atlético Madrid,es La Liga,31,2330,1,4,5,1.3,1.3,2.4,29,8,27.6,26,66,11,59.5,0.04,0.15,0.05,-0.3,27.59
Thierno Barry,FW,Villarreal,es La Liga,35,2323,11,4,15,12.5,11.7,2.9,71,24,33.8,23,46,6,36.0,0.43,0.15,0.48,-1.5,33.8
Marc Bartra,DF,Betis,es La Liga,25,2099,2,1,3,1.2,1.2,0.2,18,5,27.8,4,13,3,46.7,0.09,0.04,0.05,0.8,27.78
Federico Baschirotto,DF,Lecce,it Serie A,38,3420,2,0,2,1.2,1.2,0.2,22,8,36.4,4,17,1,80.0,0.05,0.0,0.03,0.8,36.36
Calvin Bassey,DF,Fulham,eng Premier League,35,3074,1,0,1,1.0,1.0,0.1,14,4,28.6,3,23,3,45.5,0.03,0.0,0.03,0.0,28.57
Alessandro Bastoni,DF,Inter,it Serie A,32,2333,1,5,6,0.8,0.8,2.3,12,2,16.7,27,71,11,43.8,0.04,0.19,0.03,0.2,16.67
Augusto Batalla,GK,Rayo Vallecano,es La Liga,32,2880,0,0,0,0.0,0.0,0.0,0,0,0.0,1,7,0,100.0,0.0,0.0,0.0,0.0,
Michy Batshuayi,FW,Eint Frankfurt,de Bundesliga,10,300,3,0,3,1.2,1.2,0.0,5,3,60.0,1,4,0,28.6,0.9,0.0,0.36,1.8,60.0
Dylan Batubinsika,DF,Saint-Étienne,fr Ligue 1,25,2016,1,0,1,0.8,0.8,0.2,7,2,28.6,4,9,0,66.7,0.04,0.0,0.04,0.2,28.57
Maximilian Bauer,DF,Augsburg,de Bundesliga,11,658,0,0,0,0.2,0.2,0.1,1,1,100.0,2,4,0,0.0,0.0,0.0,0.03,-0.2,100.0
Oliver Baumann,GK,Hoffenheim,de Bundesliga,28,2520,0,0,0,0.0,0.0,1.0,0,0,0.0,3,10,2,100.0,0.0,0.0,0.0,0.0,
Christoph Baumgartner,MF,RB Leipzig,de Bundesliga,31,1610,2,1,3,4.5,4.5,1.3,39,15,38.5,20,42,6,40.5,0.11,0.06,0.25,-2.5,38.46
Altay Bayındır,GK,Manchester Utd,eng Premier League,4,360,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Adrian Beck,"MF,FW",Heidenheim,de Bundesliga,32,1598,4,1,5,3.3,3.3,1.2,39,13,33.3,21,56,4,53.3,0.23,0.06,0.19,0.7,33.33
Sheraldo Becker,"FW,MF",Real Sociedad,es La Liga,22,995,2,1,3,2.0,2.0,2.0,22,13,59.1,8,21,1,36.4,0.18,0.09,0.18,0.0,59.09
Timo Becker,DF,Holstein Kiel,de Bundesliga,30,2445,0,2,2,1.4,1.4,0.8,17,4,23.5,6,30,8,46.2,0.0,0.07,0.05,-1.4,23.53
Jan Bednarek,DF,Southampton,eng Premier League,30,2531,2,0,2,0.7,0.7,0.5,5,2,40.0,5,16,0,100.0,0.07,0.0,0.02,1.3,40.0
Donny van de Beek,MF,Girona,es La Liga,26,1421,2,2,4,1.5,1.5,3.2,18,5,27.8,18,28,2,46.2,0.13,0.13,0.1,0.5,27.78
Maximilian Beier,"FW,MF",Dortmund,de Bundesliga,29,1591,8,5,13,7.7,7.7,3.3,42,13,31.0,24,55,7,43.1,0.45,0.28,0.44,0.3,30.95
Reda Belahyane,MF,Hellas Verona,it Serie A,22,1658,0,2,2,0.2,0.2,1.0,6,2,33.3,16,41,3,63.5,0.0,0.11,0.01,-0.2,33.33
Haris Belkebla,MF,Angers,fr Ligue 1,22,1792,0,1,1,0.1,0.1,0.9,3,0,0.0,5,14,4,40.9,0.0,0.05,0.01,-0.1,0.0
Yassin Belkhdim,MF,Angers,fr Ligue 1,29,1523,1,1,2,0.8,0.8,0.6,9,5,55.6,5,12,1,13.3,0.06,0.06,0.05,0.2,55.56
Stefan Bell,DF,Mainz 05,de Bundesliga,18,1436,0,1,1,0.8,0.8,1.0,12,3,25.0,5,10,3,33.3,0.0,0.06,0.05,-0.8,25.0
Armel Bella Kotchap,DF,Southampton,eng Premier League,4,331,0,0,0,0.3,0.3,0.0,1,0,0.0,0,2,0,0.0,0.0,0.0,0.08,-0.3,0.0
Raoul Bellanova,DF,Atalanta,it Serie A,34,2402,0,9,9,1.1,1.1,4.7,18,5,27.8,34,56,11,43.8,0.0,0.34,0.04,-1.1,27.78
Jean-Ricner Bellegarde,"MF,FW",Wolves,eng Premier League,35,1677,2,7,9,1.5,1.5,3.8,22,5,22.7,27,57,11,23.0,0.11,0.38,0.08,0.5,22.73
Héctor Bellerín,DF,Betis,es La Liga,9,580,0,2,2,0.2,0.2,2.0,1,1,100.0,8,12,2,75.0,0.0,0.31,0.03,-0.2,100.0
Jude Bellingham,MF,Real Madrid,es La Liga,31,2488,9,8,17,11.4,9.9,3.9,60,22,36.7,42,105,13,54.7,0.33,0.29,0.41,-2.4,36.67
Andrea Belotti,FW,Como,it Serie A,18,593,2,0,2,2.5,2.5,0.4,19,3,15.8,7,14,0,33.3,0.3,0.0,0.38,-0.5,15.79
Fran Beltrán,MF,Celta Vigo,es La Liga,34,2421,2,1,3,1.0,1.0,1.8,23,4,17.4,15,43,4,52.6,0.07,0.04,0.04,1.0,17.39
Lucas Beltrán,"FW,MF",Fiorentina,it Serie A,32,1864,5,4,9,5.4,3.1,3.0,26,6,23.1,29,63,9,50.0,0.24,0.19,0.26,-0.4,23.08
Eliesse Ben Seghir,"MF,FW",Monaco,fr Ligue 1,33,1750,6,3,9,5.5,4.1,5.2,58,19,32.8,33,77,7,36.5,0.31,0.15,0.28,0.5,32.76
Carlos Benavídez,MF,Alavés,es La Liga,18,487,1,1,2,0.3,0.3,0.6,5,2,40.0,3,11,3,66.7,0.18,0.18,0.06,0.7,40.0
László Bénes,"MF,FW",Union Berlin,de Bundesliga,23,589,2,1,3,0.9,0.9,1.0,19,7,36.8,19,30,1,20.0,0.31,0.15,0.14,1.1,36.84
Ismaël Bennacer,MF,Milan,it Serie A,6,300,0,0,0,0.1,0.1,0.1,3,2,66.7,4,12,1,90.0,0.0,0.0,0.03,-0.1,66.67
Ismaël Bennacer,MF,Marseille,fr Ligue 1,12,646,0,2,2,0.1,0.1,1.8,3,0,0.0,13,25,4,63.6,0.0,0.28,0.01,-0.1,0.0
Saïd Benrahma,"FW,MF",Lyon,fr Ligue 1,13,735,1,3,4,2.0,2.0,2.1,17,4,23.5,14,27,6,27.6,0.12,0.37,0.24,-1.0,23.53
Ramy Bensebaini,DF,Dortmund,de Bundesliga,31,2022,1,6,7,1.3,1.3,3.2,20,2,10.0,15,39,10,27.8,0.04,0.27,0.06,-0.3,10.0
Nabil Bentaleb,MF,Lille,fr Ligue 1,10,329,1,0,1,0.7,0.7,0.0,5,1,20.0,1,4,0,0.0,0.27,0.0,0.19,0.3,20.0
Rodrigo Bentancur,MF,Tottenham,eng Premier League,26,1645,2,0,2,1.3,1.3,0.4,22,5,22.7,10,45,3,47.4,0.11,0.0,0.07,0.7,22.73
Lucas Beraldo,DF,Paris S-G,fr Ligue 1,25,2011,1,0,1,0.9,0.9,0.4,12,4,33.3,8,22,3,100.0,0.04,0.0,0.04,0.1,33.33
Yuri Berchiche,DF,Athletic Club,es La Liga,30,2044,0,2,2,0.6,0.6,2.2,16,4,25.0,18,40,2,37.5,0.0,0.09,0.03,-0.6,25.0
Álex Berenguer,"FW,MF",Athletic Club,es La Liga,36,2339,6,7,13,6.8,6.0,5.0,51,18,35.3,46,98,14,40.2,0.23,0.27,0.26,-0.8,35.29
Sander Berge,MF,Fulham,eng Premier League,31,2224,0,0,0,0.4,0.4,0.6,3,1,33.3,18,48,2,55.0,0.0,0.0,0.02,-0.4,33.33
Lucas Bergvall,MF,Tottenham,eng Premier League,27,1212,0,1,1,0.7,0.7,0.6,12,2,16.7,11,22,4,46.7,0.0,0.07,0.05,-0.7,16.67
Medon Berisha,MF,Lecce,it Serie A,17,716,0,1,1,0.7,0.7,0.6,24,6,25.0,11,29,2,33.3,0.0,0.13,0.09,-0.7,25.0
Mergim Berisha,"FW,MF",Hoffenheim,de Bundesliga,11,333,1,1,2,1.0,1.0,1.0,11,3,27.3,3,5,1,37.5,0.27,0.27,0.27,0.0,27.27
Adrian Bernabe,MF,Parma,it Serie A,21,1453,1,1,2,1.3,1.3,1.1,27,5,18.5,22,58,4,45.5,0.06,0.06,0.08,-0.3,18.52
Bernardo,DF,Bochum,de Bundesliga,21,1782,0,0,0,0.7,0.7,0.7,8,2,25.0,4,22,0,60.0,0.0,0.0,0.04,-0.7,25.0
Juan Bernat,"MF,DF",Getafe,es La Liga,14,699,0,1,1,0.1,0.1,0.7,4,0,0.0,7,10,1,52.2,0.0,0.13,0.01,-0.1,0.0
Maxime Bernauer,DF,Saint-Étienne,fr Ligue 1,11,763,0,0,0,0.1,0.1,0.0,2,0,0.0,1,8,0,66.7,0.0,0.0,0.01,-0.1,0.0
Antoine Bernede,MF,Hellas Verona,it Serie A,14,594,1,0,1,0.8,0.8,0.5,4,2,50.0,10,22,1,50.0,0.15,0.0,0.12,0.2,50.0
Alexander Bernhardsson,"FW,MF",Holstein Kiel,de Bundesliga,19,1263,7,2,9,4.1,4.1,1.3,27,14,51.9,17,36,7,41.5,0.5,0.14,0.29,2.9,51.85
Victor Bernth Kristiansen,DF,Leicester City,eng Premier League,30,2482,0,1,1,0.3,0.3,1.4,3,0,0.0,18,42,3,44.4,0.0,0.04,0.01,-0.3,0.0
Matúš Bero,MF,Bochum,de Bundesliga,30,2565,5,2,7,4.0,3.0,3.7,31,12,38.7,54,120,7,34.5,0.18,0.07,0.14,1.0,38.71
Juan Berrocal,DF,Getafe,es La Liga,19,1063,0,0,0,0.4,0.4,0.0,4,0,0.0,1,6,1,0.0,0.0,0.0,0.03,-0.4,0.0
Dimitry Bertaud,GK,Montpellier,fr Ligue 1,4,360,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Beto,FW,Everton,eng Premier League,30,1534,8,0,8,8.2,8.2,1.2,49,23,46.9,12,26,1,50.0,0.47,0.0,0.48,-0.2,46.94
Sam Beukema,DF,Bologna,it Serie A,35,3012,0,1,1,1.5,1.5,0.9,15,4,26.7,10,36,6,50.0,0.0,0.03,0.04,-1.5,26.67
Alessandro Bianco,MF,Monza,it Serie A,34,2600,1,0,1,1.3,1.3,1.2,26,6,23.1,18,38,0,41.5,0.03,0.0,0.04,-0.3,23.08
Mika Biereth,FW,Monaco,fr Ligue 1,16,1228,13,2,15,11.3,9.7,4.5,40,22,55.0,22,38,4,9.1,0.95,0.15,0.83,1.7,55.0
Jaka Bijol,DF,Udinese,it Serie A,34,2963,1,0,1,2.0,2.0,0.6,19,6,31.6,12,30,1,66.7,0.03,0.0,0.06,-1.0,31.58
El Bilal Touré,"FW,MF",Stuttgart,de Bundesliga,12,356,2,1,3,1.6,1.6,1.1,14,4,28.6,7,11,1,50.0,0.51,0.25,0.4,0.4,28.57
Cristiano Biraghi,DF,Torino,it Serie A,15,1158,0,0,0,0.5,0.5,2.7,10,1,10.0,25,41,0,12.5,0.0,0.0,0.04,-0.5,10.0
Cristiano Biraghi,DF,Fiorentina,it Serie A,8,433,1,0,1,0.2,0.2,0.3,5,2,40.0,6,8,0,0.0,0.21,0.0,0.04,0.8,40.0
Samuele Birindelli,"DF,MF",Monza,it Serie A,21,1468,3,0,3,2.1,2.1,1.4,16,10,62.5,18,35,2,50.0,0.18,0.0,0.13,0.9,62.5
Tom Bischof,"MF,FW",Hoffenheim,de Bundesliga,31,2559,5,2,7,2.2,2.2,3.6,51,18,35.3,50,117,7,45.3,0.18,0.07,0.08,2.8,35.29
Yves Bissouma,MF,Tottenham,eng Premier League,28,1408,2,0,2,0.6,0.6,0.3,11,4,36.4,6,16,0,31.8,0.13,0.0,0.04,1.4,36.36
Leonardo Bittencourt,MF,Werder Bremen,de Bundesliga,27,982,2,1,3,1.6,1.6,1.6,27,9,33.3,14,39,5,20.0,0.18,0.09,0.15,0.4,33.33
Emmanuel Biumla,DF,Angers,fr Ligue 1,17,1336,1,0,1,0.7,0.7,0.0,4,2,50.0,1,4,0,58.3,0.07,0.0,0.05,0.3,50.0
Marco Bizot,GK,Brest,fr Ligue 1,32,2880,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,
Antonio Blanco,MF,Alavés,es La Liga,35,2727,0,1,1,0.8,0.8,1.6,25,3,12.0,15,45,1,71.4,0.0,0.03,0.03,-0.8,12.0
Ludovic Blas,"MF,FW",Rennes,fr Ligue 1,29,2293,6,8,14,5.0,5.0,4.6,57,26,45.6,47,107,16,37.9,0.24,0.31,0.2,1.0,45.61
Daley Blind,DF,Girona,es La Liga,34,2780,0,2,2,0.5,0.5,1.6,10,4,40.0,19,47,7,53.6,0.0,0.06,0.02,-0.5,40.0
Myron Boadu,FW,Bochum,de Bundesliga,19,1042,9,1,10,7.7,6.9,1.1,27,13,48.1,11,30,3,47.8,0.78,0.09,0.67,1.3,48.15
Augustine Boakye,"FW,MF",Saint-Étienne,fr Ligue 1,17,733,3,0,3,1.8,1.8,0.9,24,9,37.5,13,35,1,54.2,0.37,0.0,0.22,1.2,37.5
Sacha Boey,DF,Bayern Munich,de Bundesliga,13,593,0,2,2,0.1,0.1,1.2,3,1,33.3,3,11,3,31.6,0.0,0.3,0.02,-0.1,33.33
Jeremie Boga,"MF,FW",Nice,fr Ligue 1,21,1054,1,2,3,2.3,2.3,2.8,30,16,53.3,24,51,3,39.1,0.09,0.17,0.2,-1.3,53.33
Lamare Bogarde,"DF,MF",Aston Villa,eng Premier League,8,476,0,0,0,0.0,0.0,0.1,1,1,100.0,2,10,1,50.0,0.0,0.0,0.0,0.0,100.0
Adama Boiro,"DF,FW",Athletic Club,es La Liga,18,1101,0,0,0,0.3,0.3,0.5,5,0,0.0,5,16,0,30.8,0.0,0.0,0.02,-0.3,0.0
Moïse Bombito,DF,Nice,fr Ligue 1,27,2192,0,0,0,0.7,0.7,0.2,8,1,12.5,2,18,4,70.6,0.0,0.0,0.03,-0.7,12.5
Warren Bondo,MF,Monza,it Serie A,20,1618,0,0,0,0.4,0.4,0.3,13,1,7.7,5,26,1,50.0,0.0,0.0,0.02,-0.4,7.69
Victor Boniface,FW,Leverkusen,de Bundesliga,19,1008,8,1,9,7.8,7.1,1.1,50,17,34.0,10,32,3,42.9,0.71,0.09,0.7,0.2,34.0
Ange-Yoan Bonny,FW,Parma,it Serie A,37,2529,6,4,10,9.4,7.1,2.9,61,19,31.1,30,67,8,49.3,0.21,0.14,0.33,-3.4,31.15
Sebastiaan Bornauw,DF,Wolfsburg,de Bundesliga,15,788,2,1,3,1.2,1.2,0.5,8,3,37.5,1,4,1,0.0,0.23,0.11,0.14,0.8,37.5
Sven Botman,DF,Newcastle Utd,eng Premier League,8,412,0,0,0,0.5,0.5,0.5,5,2,40.0,2,4,0,33.3,0.0,0.0,0.11,-0.5,40.0
Ayyoub Bouaddi,MF,Lille,fr Ligue 1,24,1151,0,1,1,0.1,0.1,1.0,3,1,33.3,5,14,2,48.3,0.0,0.08,0.01,-0.1,33.33
Badredine Bouanani,"MF,FW",Nice,fr Ligue 1,26,1099,3,3,6,2.7,1.9,2.4,30,14,46.7,20,47,9,38.9,0.25,0.25,0.22,0.3,46.67
Benjamin Bouchouari,MF,Saint-Étienne,fr Ligue 1,25,1772,1,0,1,0.6,0.6,0.9,16,3,18.8,16,52,3,50.9,0.05,0.0,0.03,0.4,18.75
Hicham Boudaoui,MF,Nice,fr Ligue 1,29,2435,2,3,5,2.7,2.7,3.0,39,18,46.2,22,65,7,38.5,0.07,0.11,0.1,-0.7,46.15
Carlo Boukhalfa,MF,St. Pauli,de Bundesliga,25,1646,2,0,2,1.5,1.5,1.1,21,4,19.0,11,36,2,42.9,0.11,0.0,0.08,0.5,19.05
Edoardo Bove,"MF,FW",Fiorentina,it Serie A,11,836,1,2,3,0.6,0.6,1.5,7,2,28.6,11,31,7,43.8,0.11,0.22,0.06,0.4,28.57
Jarrod Bowen,"FW,MF",West Ham,eng Premier League,34,2973,13,8,21,8.6,7.8,6.8,86,36,41.9,51,113,15,33.8,0.39,0.24,0.26,4.4,41.86
Enzo Boyomo,DF,Osasuna,es La Liga,34,2987,2,0,2,1.5,1.5,0.9,12,3,25.0,4,13,1,56.3,0.06,0.0,0.05,0.5,25.0
Domagoj Bradarić,DF,Hellas Verona,it Serie A,28,1933,1,0,1,0.8,0.8,2.2,9,4,44.4,25,47,1,40.5,0.05,0.0,0.04,0.2,44.44
Conor Bradley,DF,Liverpool,eng Premier League,19,754,0,2,2,0.7,0.7,1.4,10,3,30.0,7,19,4,40.0,0.0,0.24,0.08,-0.7,30.0
Julian Brandt,MF,Dortmund,de Bundesliga,30,2303,5,10,15,4.8,4.8,8.5,45,15,33.3,61,102,14,35.2,0.2,0.39,0.19,0.2,33.33
Jarrad Branthwaite,DF,Everton,eng Premier League,30,2511,0,1,1,1.2,1.2,0.7,10,3,30.0,3,13,2,50.0,0.0,0.04,0.04,-1.2,30.0
Darko Brašanac,MF,Leganés,es La Liga,30,1617,1,2,3,1.8,1.8,0.4,12,3,25.0,9,34,2,28.6,0.06,0.11,0.1,-0.8,25.0
Lilian Brassier,DF,Marseille,fr Ligue 1,12,779,0,0,0,0.2,0.2,0.0,5,1,20.0,1,3,0,11.1,0.0,0.0,0.02,-0.2,20.0
Lilian Brassier,DF,Rennes,fr Ligue 1,14,1234,1,1,2,1.5,1.5,0.3,14,1,7.1,6,22,1,50.0,0.07,0.07,0.11,-0.5,7.14
Iker Bravo,"FW,MF",Udinese,it Serie A,29,682,2,1,3,0.9,0.9,0.4,13,3,23.1,7,14,0,37.9,0.26,0.13,0.12,1.1,23.08
James Bree,DF,Southampton,eng Premier League,17,1075,0,1,1,0.1,0.1,0.9,4,1,25.0,10,16,1,50.0,0.0,0.08,0.01,-0.1,25.0
Gleison Bremer,DF,Juventus,it Serie A,6,540,0,0,0,0.1,0.1,0.0,3,0,0.0,0,3,0,75.0,0.0,0.0,0.02,-0.1,0.0
Brenner,"MF,FW",Udinese,it Serie A,9,386,1,2,3,0.6,0.6,0.5,7,4,57.1,5,11,1,60.0,0.23,0.47,0.14,0.4,57.14
Ben Brereton,FW,Southampton,eng Premier League,10,449,0,0,0,0.9,0.9,0.1,11,1,9.1,3,9,0,25.0,0.0,0.0,0.18,-0.9,9.09
Marco Brescianini,MF,Atalanta,it Serie A,29,991,4,2,6,3.1,3.1,1.0,20,8,40.0,7,26,6,30.8,0.36,0.18,0.28,0.9,40.0
Maximilian Breunig,"FW,MF",Heidenheim,de Bundesliga,13,350,2,0,2,3.4,2.7,0.2,10,2,20.0,4,8,0,42.9,0.51,0.0,0.87,-1.4,20.0
Nathan Broadhead,"MF,FW",Ipswich Town,eng Premier League,18,702,2,0,2,1.7,1.7,0.7,13,8,61.5,7,22,2,50.0,0.26,0.0,0.22,0.3,61.54
Armando Broja,FW,Everton,eng Premier League,10,334,0,0,0,0.1,0.1,0.2,4,0,0.0,4,7,0,50.0,0.0,0.0,0.03,-0.1,0.0
David Brooks,"FW,MF",Bournemouth,eng Premier League,29,960,2,0,2,2.5,2.5,1.9,25,12,48.0,20,46,2,32.4,0.19,0.0,0.23,-0.5,48.0
Arvid Brorsson,DF,Monza,it Serie A,6,362,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,100.0,0.0,0.0,0.0,0.0,
Moritz Broschinski,"FW,MF",Bochum,de Bundesliga,33,1390,1,3,4,4.2,4.2,1.8,38,11,28.9,13,36,4,26.4,0.06,0.19,0.27,-3.2,28.95
Nathaniel Brown,"DF,MF",Eint Frankfurt,de Bundesliga,26,1947,3,6,9,2.2,2.2,5.1,13,5,38.5,39,64,11,33.3,0.14,0.28,0.1,0.8,38.46
Jacob Bruun Larsen,"FW,MF",Hoffenheim,de Bundesliga,12,400,2,2,4,2.3,2.3,0.6,14,6,42.9,8,19,4,33.3,0.45,0.45,0.52,-0.3,42.86
Jacob Bruun Larsen,"MF,FW",Stuttgart,de Bundesliga,15,414,1,0,1,0.6,0.6,1.2,6,3,50.0,11,19,0,45.5,0.22,0.0,0.13,0.4,50.0
Tajon Buchanan,MF,Villarreal,es La Liga,13,416,1,2,3,0.9,0.9,0.5,7,2,28.6,5,13,2,45.5,0.22,0.43,0.19,0.1,28.57
Ante Budimir,FW,Osasuna,es La Liga,38,2952,21,4,25,18.3,12.3,1.7,91,29,31.9,16,46,14,23.3,0.64,0.12,0.56,2.7,31.87
Santiago Bueno,DF,Wolves,eng Premier League,29,1687,0,0,0,0.4,0.4,0.0,6,3,50.0,0,12,4,0.0,0.0,0.0,0.02,-0.4,50.0
Marius Bülter,"FW,DF",Hoffenheim,de Bundesliga,25,1729,7,2,9,3.7,3.7,3.1,37,15,40.5,22,48,7,51.1,0.36,0.1,0.19,3.3,40.54
Facundo Buonanotte,"FW,MF",Leicester City,eng Premier League,31,1523,5,2,7,3.9,3.9,3.1,36,12,33.3,24,51,5,33.7,0.3,0.12,0.23,1.1,33.33
Alessandro Buongiorno,DF,Napoli,it Serie A,22,1924,1,0,1,0.8,0.8,0.6,8,4,50.0,5,19,2,14.3,0.05,0.0,0.04,0.2,50.0
Cameron Burgess,DF,Ipswich Town,eng Premier League,18,1541,0,2,2,1.1,1.1,0.5,10,2,20.0,7,14,3,0.0,0.0,0.12,0.06,-1.1,20.0
Jonathan Burkardt,FW,Mainz 05,de Bundesliga,29,2109,18,2,20,14.8,13.2,3.1,70,28,40.0,20,54,8,41.0,0.77,0.09,0.63,3.2,40.0
Oliver Burke,FW,Werder Bremen,de Bundesliga,25,908,5,0,5,4.1,4.1,1.7,35,12,34.3,14,33,2,58.3,0.5,0.0,0.41,0.9,34.29
Dan Burn,DF,Newcastle Utd,eng Premier League,37,3330,1,1,2,2.0,2.0,0.9,23,7,30.4,9,27,4,75.0,0.03,0.03,0.05,-1.0,30.43
Wes Burns,"FW,DF",Ipswich Town,eng Premier League,18,926,0,1,1,0.5,0.5,1.6,7,1,14.3,10,16,1,37.5,0.0,0.1,0.05,-0.5,14.29
Marnon Busch,"DF,MF",Heidenheim,de Bundesliga,23,1396,0,1,1,0.4,0.4,1.1,13,3,23.1,12,27,1,37.5,0.0,0.06,0.03,-0.4,23.08
Gianluca Busio,MF,Venezia,it Serie A,33,2518,2,0,2,2.4,2.4,1.6,36,7,19.4,28,65,2,31.3,0.07,0.0,0.09,-0.4,19.44
Aurélio Buta,DF,Reims,fr Ligue 1,27,1970,0,1,1,0.3,0.3,0.8,8,1,12.5,10,31,4,40.9,0.0,0.05,0.01,-0.3,12.5
Jean Butez,GK,Como,it Serie A,19,1666,0,0,0,0.0,0.0,0.0,0,0,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0,
Marcin Bułka,GK,Nice,fr Ligue 1,34,3060,0,0,0,0.0,0.0,0.2,0,0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,
Rémy Cabella,"FW,MF",Lille,fr Ligue 1,23,1011,1,2,3,4.0,4.0,2.3,30,7,23.3,26,60,6,50.0,0.09,0.18,0.36,-3.0,23.33
Leandro Cabrera,DF,Espanyol,es La Liga,33,2869,4,2,6,1.1,1.1,0.9,19,6,31.6,9,21,7,50.0,0.13,0.06,0.03,2.9,31.58
Liberato Cacace,"MF,DF",Empoli,it Serie A,33,2230,2,4,6,2.6,2.6,1.7,29,9,31.0,25,54,4,27.5,0.08,0.16,0.1,-0.6,31.03
Anthony Caci,DF,Mainz 05,de Bundesliga,33,2684,1,7,8,3.1,3.1,6.6,32,12,37.5,50,95,11,45.3,0.03,0.23,0.1,-2.1,37.5
Mathieu Cafaro,"MF,FW",Saint-Étienne,fr Ligue 1,15,732,1,0,1,1.5,1.5,1.3,23,10,43.5,13,25,2,41.2,0.12,0.0,0.18,-0.5,43.48
Moisés Caicedo,"MF,DF",Chelsea,eng Premier League,38,3351,1,2,3,0.8,0.8,3.0,20,3,15.0,30,98,9,45.3,0.03,0.05,0.02,0.2,15.0
Tom Cairney,MF,Fulham,eng Premier League,25,628,2,0,2,0.8,0.8,1.1,11,4,36.4,11,33,3,38.5,0.29,0.0,0.11,1.2,36.36
Jens Cajuste,MF,Ipswich Town,eng Premier League,30,1959,1,1,2,0.7,0.7,0.8,12,1,8.3,13,36,2,52.8,0.05,0.05,0.03,0.3,8.33
Davide Calabria,DF,Bologna,it Serie A,11,632,0,1,1,0.1,0.1,1.3,3,0,0.0,13,24,3,0.0,0.0,0.14,0.01,-0.1,0.0
Davide Calabria,DF,Milan,it Serie A,7,316,0,0,0,0.3,0.3,0.2,2,0,0.0,1,9,0,60.0,0.0,0.0,0.09,-0.3,0.0
